Name,Team,Pos,GP,G,A,P,+/-,PIM,PPg,PPa,PPp,SHg,SHa,SHp,GWG,GT,FG,EN,SOG,Sh ,HT,GA,TA,FO,SB,2,5,Mi,Ma,GM,FI,FW,ATOI,APPT,APKT,+,-,FS,Av R,
Cordell Bouchard,San Jose,C,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,25.0,0,1,0,0,1,0,0,0,0,0,0,0,16:05,0:00,0:00,3,2,0,6.50,
Jere Remick,Tampa Bay,C,4,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,6,16.7,0,1,0,0.67,0,0,0,0,0,0,0,0,12:50,0:00,0:00,1,3,0,6.50,
Erion Krantz,Pittsburgh,RW/C,4,1,0,1,-2,0,0,0,0,0,0,0,0,0,1,0,8,12.5,1,1,0,0,2,0,0,0,0,0,0,0,12:45,0:00,0:00,2,4,0,6.75,
Cody Glass,Pittsburgh,C,2,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,0,4,25.0,0,0,1,0.52,0,0,0,0,0,0,0,0,14:37,0:26,0:00,1,4,0,6.50,
Cole Caufield,Dallas,RW/C,4,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,0,9,11.1,0,2,0,0,2,0,0,0,0,0,0,0,12:48,0:00,0:00,1,4,0,6.75,
Adam Mascherin,Ottawa,LW,6,1,0,1,-5,0,0,0,0,0,0,0,0,0,0,0,8,12.5,0,0,5,0,5,0,0,0,0,0,0,0,13:23,0:00,0:00,1,6,0,6.50,
Erik Haula,Edmonton,C,7,1,0,1,-11,0,0,0,0,0,0,0,0,0,0,0,11,9.1,0,1,5,0.49,11,0,0,0,0,0,0,0,13:17,0:00,0:00,1,12,0,5.71,
Joshua Norris,Buffalo,C,5,1,0,1,-3,2,0,0,0,0,0,0,0,0,1,0,4,25.0,0,0,11,0.40,5,1,0,0,0,0,0,0,14:12,0:00,0:00,1,4,0,5.80,
Erik Cernák,Columbus,RD,9,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0.0,4,5,23,0,9,0,0,0,0,0,0,0,16:39,0:00,0:05,10,6,0,6.67,
K'Andre Miller,Tampa Bay,LD,6,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,9,0.0,7,1,6,0,11,0,0,0,0,0,0,0,20:57,1:00,2:06,9,5,0,7.67,
Andrew Coxhead,Pittsburgh,RW,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,2,0,3,0,3,0,0,0,0,0,0,0,17:12,0:00,0:45,4,4,0,6.75,
Daniil Gushchin,Columbus,RW/LW,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,---,1,0,0,0,0,0,0,0,0,0,0,0,15:36,0:00,0:00,1,1,0,7.00,
Patrick Dube,Vancouver,C,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0,1,0,0.55,1,0,0,0,0,0,0,0,12:40,0:00,0:00,1,1,0,6.33,
Trent Frederic,Tampa Bay,C,4,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0,1,5,0.52,1,0,0,0,0,0,0,0,15:30,0:00,0:30,3,4,0,6.00,
Max Gildon,Edmonton,LD,3,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,1,2,0,6,0,0,0,0,0,0,0,17:57,1:08,0:00,3,4,0,6.67,
Max Jones,Dallas,LW,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12:55,0:00,0:00,1,2,0,7.00,
Richard Stevens,San Jose,C,3,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,2,0,0,0,0,0,0,0,14:20,0:00,0:00,0,1,0,6.33,
Jason Dickinson,Dallas,C/LW,4,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0,1,0,0.54,2,0,0,0,0,0,0,0,13:38,0:00,0:00,1,3,0,6.25,
Parker Kelly,Ottawa,C/RW,5,0,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0,0,9,0.53,1,0,0,0,0,0,0,0,12:36,0:00,0:00,1,4,0,6.00,
Alex Formenton,Ottawa,LW,4,0,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,0,4,0.00,1,0,0,0,0,0,0,0,12:57,0:00,0:00,1,5,0,6.00,
Joel Armia,Dallas,RW,4,0,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0,0,2,0,1,0,0,0,0,0,0,0,16:44,0:27,0:00,2,6,0,6.50,
Aarne Talvitie,Tampa Bay,C/LW,6,0,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0,2,10,0,0,0,0,0,0,0,0,0,14:04,0:00,0:00,4,8,0,6.67,
Lawrence Pilut,Tampa Bay,LD/RD,6,0,1,1,-7,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0,3,6,0,16,0,0,0,0,0,0,0,18:20,1:18,0:53,4,11,0,6.50,
Jan Åkerlund,Edmonton,LW/RW,7,0,1,1,-9,0,0,0,0,0,0,0,0,0,0,0,13,0.0,0,1,29,0,10,0,0,0,0,0,0,0,14:30,0:00,1:12,1,10,0,6.14,
Yegor Kuzminov,Carolina,LW,4,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,18,0.0,0,0,1,0,0,1,0,0,0,0,0,0,13:15,0:00,0:06,1,0,0,7.00,
Vince Dunn,St. Louis,LD,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,7,0.0,0,1,6,0,8,1,0,0,0,0,0,0,20:10,0:00,1:10,10,10,0,6.50,
Tomas Karal,Edmonton,RD,7,0,1,1,-1,2,0,0,0,0,0,0,0,0,0,0,14,0.0,1,8,48,0,12,1,0,0,0,0,0,0,24:18,0:47,1:08,9,10,0,6.14,
Ville Heinola,Winnipeg,LD/RD,5,0,1,1,-4,2,0,0,0,0,0,0,0,0,0,0,6,0.0,2,3,5,0,7,1,0,0,0,0,0,0,22:12,0:22,0:36,3,7,0,6.20,
Brandon Montour,Winnipeg,RD,5,0,1,1,-5,2,0,0,0,0,0,0,0,0,0,0,7,0.0,0,3,15,0,10,1,0,0,0,0,0,0,23:48,0:22,2:24,3,8,0,6.40,
Mattias Janmark,Ottawa,LW/C/RW,6,0,1,1,-5,2,0,0,0,0,0,0,0,0,0,0,8,0.0,0,1,3,0.04,6,1,0,0,0,0,0,0,13:18,0:00,0:00,3,8,0,6.17,
Neal Pionk,Winnipeg,RD/LD,5,0,1,1,-5,2,0,0,0,0,0,0,0,0,0,0,8,0.0,0,3,15,0,7,1,0,0,0,0,0,0,23:12,0:00,2:00,3,8,0,6.20,
David Farrance,Tampa Bay,LD/RD,6,0,1,1,-6,2,0,0,0,0,0,0,0,0,0,0,4,0.0,0,1,2,0,5,1,0,0,0,0,0,0,14:08,0:00,0:06,3,9,0,6.67,
Braden Schneider,NY Islanders,RD,7,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,8,0.0,0,2,11,0,10,2,0,0,0,0,0,0,19:15,0:00,0:03,6,6,0,6.43,
Logan Brown,Ottawa,C,4,0,1,1,-1,4,0,0,0,0,0,0,0,0,0,0,7,0.0,1,2,7,0.60,5,2,0,0,0,0,0,0,13:15,0:00,1:15,1,2,0,6.25,
Travis Sanheim,Winnipeg,LD/RD,5,0,1,1,-3,6,0,1,1,0,0,0,0,0,0,0,13,0.0,0,3,30,0,8,3,0,0,0,0,0,0,22:57,0:59,0:49,4,7,0,7.00,
Dylan Coghlan,Pittsburgh,RD,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,4,3,2,0,8,0,0,0,0,0,0,0,15:45,0:00,0:30,2,2,0,7.25,
Jake Virtanen,St. Louis,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0,1,0,0,2,0,0,0,0,0,0,0,13:00,0:00,0:00,0,0,0,7.00,
Michael Buchinger,Colorado,LD,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,1,0,0,1,0,0,0,0,0,0,0,17:20,1:40,0:00,1,1,0,6.67,
Marcel Thiry,Vancouver,C/RW/LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0.42,0,0,0,0,0,0,0,0,13:21,0:00,0:00,0,0,0,6.00,
Riley Damiani,Dallas,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0,0,0,0.61,1,0,0,0,0,0,0,0,13:58,0:33,0:00,0,1,0,6.67,
Elliot Desnoyers,San Jose,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,---,0,0,1,0,0,0,0,0,0,0,0,0,13:38,0:00,0:00,0,1,0,6.00,
Daniil Gutik,San Jose,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,13:19,0:00,0:00,0,1,0,6.00,
Mike Reilly,Carolina,LD,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1,0,2,0,1,0,0,0,0,0,0,0,18:04,0:00,0:34,0,1,0,7.00,
Alexei Aliev,Rochester,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,2,0,0,0,0,0,0,0,10:44,0:00,0:00,0,1,0,5.50,
Justin Schultz,Dallas,RD,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,2,6,0,5,0,0,0,0,0,0,0,21:25,0:00,0:08,3,5,0,6.50,
Henrik Borgström,Dallas,C,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,1,3,0.60,0,0,0,0,0,0,0,0,16:45,0:00,0:05,0,2,0,6.00,
Stew Quinn,Colorado,RW,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,2,0,1,0,0,0,0,0,0,0,22:47,0:00,1:15,0,2,0,5.00,
Jamie Drysdale,Pittsburgh,RD/LD,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,1,0,0,3,0,0,0,0,0,0,0,16:30,0:26,0:00,2,5,0,7.00,
Joel Persson,Winnipeg,RD,5,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0,2,3,0,4,0,0,0,0,0,0,0,21:48,0:00,0:00,3,6,0,6.20,
Brenden Sirizzotti,San Jose,RW/C,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,12:20,0:00,0:00,1,4,0,6.33,
Sergey Pavlychev,Rockford,LW/RW,4,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0,16:06,0:00,0:00,0,4,0,6.00,
Olli Määttä,Pittsburgh,LD,2,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2,1,1,0,10,0,0,0,0,0,0,0,19:29,0:00,1:10,1,6,0,6.50,
Brandon Kesler,Edmonton,LW/RW,7,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0,0,7,0,2,0,0,0,0,0,0,0,12:17,0:00,0:00,1,10,0,6.14,
Guillaume Brisebois,Buffalo,LD,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,2,0,4,1,0,0,0,0,0,0,14:45,0:00,0:05,2,2,0,6.25,
Mark Pysyk,Carolina,LD/RD,1,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,2,0,2,1,0,0,0,0,0,0,19:31,0:00,0:26,0,2,0,5.00,
Jack Roslovic,Winnipeg,RW/C,5,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,0,11,0.0,1,2,2,0,3,1,0,0,0,0,0,0,17:42,1:00,1:15,1,4,0,6.60,
Matthew Struthers,Buffalo,C,4,0,0,0,-4,2,0,0,0,0,0,0,0,0,0,0,11,0.0,0,1,7,0,1,1,0,0,0,0,0,0,16:43,0:00,1:00,1,5,0,6.00,
Nikita Okhotyuk,Edmonton,RD/LD,4,0,0,0,-4,2,0,0,0,0,0,0,0,0,0,0,5,0.0,0,3,16,0,5,1,0,0,0,0,0,0,17:15,0:00,0:00,3,7,0,6.00,
Anthony Duclair,Ottawa,RW/LW,6,0,0,0,-10,2,0,0,0,0,0,0,0,0,0,0,2,0.0,0,1,3,0,2,1,0,0,0,0,0,0,13:00,0:00,0:00,0,10,0,5.83,
Joe Hicketts,Pittsburgh,RD/LD,4,0,0,0,-10,2,0,0,0,0,0,0,0,0,0,0,10,0.0,5,2,4,0,7,1,0,0,0,0,0,0,19:00,0:40,0:55,2,12,0,6.50,
Tyler Bertuzzi,Dallas,LW/RW,4,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,0,4,0.0,0,0,4,0,1,2,0,0,0,0,0,0,17:20,0:00,1:23,1,2,0,6.00,
Mikhail Sergachev,Dallas,LD/RD,4,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,0,6,0.0,1,4,11,0,5,2,0,0,0,0,0,0,25:20,0:45,1:26,2,3,0,6.50,
Dylan Robinson,Vancouver,LD,2,0,0,0,-4,4,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,0,2,2,0,0,0,0,0,0,17:30,0:00,0:18,1,5,0,5.50,
Juuso Välimäki,Dallas,LD/RD,4,0,0,0,-2,6,0,0,0,0,0,0,0,0,0,0,7,0.0,0,3,5,0,7,3,0,0,0,0,0,0,21:29,0:00,1:15,1,3,0,6.75,
Juho Viik,Chicago,RW,3,0,0,0,-3,8,0,0,0,0,0,0,0,0,0,0,5,0.0,0,1,1,0,0,4,0,0,0,0,0,0,14:00,0:00,0:00,1,4,0,5.33,
Kyle Palmieri,Edmonton,RW,4,0,0,0,-1,12,0,0,0,0,0,0,0,0,0,0,15,0.0,3,0,3,0,0,1,0,1,0,0,0,0,21:07,2:00,0:00,1,2,0,6.25,
--------------------------------------------------------------
Name,Team,Pos,GP,W,L,T,SHA,GA,GAA,SV,SO,G,A,PIM,TOI,
Spencer Knight,Florida,G,20,16,4,0,666,49,2.28,0.926,0,0,0,0,1288,
Braden Holtby,Columbus,G,9,5,4,0,408,32,3.36,0.922,0,0,0,0,571,
Matt Murray,Colorado,G,10,5,5,0,375,31,2.86,0.917,0,0,0,0,651,
Connor Hellebuyck,Winnipeg,G,5,1,4,0,228,19,3.41,0.917,0,0,0,0,335,
Juuse Saros,Carolina,G,16,9,6,0,661,58,3.27,0.912,0,0,0,0,1063,
Carey Price,San Jose,G,14,7,7,0,628,56,3.78,0.911,0,0,0,0,888,
Cayden Primeau,Buffalo,G,12,5,7,0,447,40,3.07,0.911,0,0,0,0,781,
Ivan Prosvetov,St. Louis,G,2,1,1,0,44,4,3.53,0.909,0,0,0,0,69,
Ilya Samsonov,NY Islanders,G,7,3,4,0,308,28,3.70,0.909,0,0,0,0,454,
Jake Oettinger,Dallas,G,4,0,4,0,175,16,3.44,0.909,0,0,0,0,280,
John Gibson,Vancouver,G,19,12,7,0,733,69,3.56,0.906,0,0,0,0,1162,
Olle Eriksson Ek,St. Louis,G,5,1,3,0,253,24,4.65,0.905,0,0,0,0,310,
Robin Lehner,Chicago,G,15,8,6,0,551,55,3.92,0.900,0,0,0,0,842,
Filip Gustavsson,Ottawa,G,4,2,1,0,107,11,3.30,0.897,0,0,0,0,200,
Louis Domingue,Tampa Bay,G,2,1,0,0,77,8,4.90,0.896,0,0,0,0,98,
Olivier Rodrigue,Tampa Bay,G,5,1,4,0,192,20,4.11,0.896,0,0,0,0,293,
Linus Ullmark,Vancouver,G,1,0,0,0,19,2,3.53,0.895,0,0,0,0,34,
Michael DiPietro,Chicago,G,2,0,1,0,61,7,4.12,0.885,0,0,0,0,102,
Shane Starrett,Carolina,G,1,0,1,0,8,1,3.33,0.875,0,0,0,0,18,
Philipp Grubauer,Edmonton,G,7,3,4,0,229,30,4.24,0.869,0,0,0,0,426,
Antti Raanta,Pittsburgh,G,4,0,4,0,130,18,5.17,0.862,0,0,0,0,209,
Igor Shestyorkin,Ottawa,G,4,0,3,0,88,14,5.28,0.841,0,0,0,0,160,
Blake Lyda,Wilkes-Barre/Scranton,G,1,0,0,0,17,3,5.00,0.824,0,0,0,0,36,
Mack Guzda,Edmonton,G,2,0,0,0,22,5,8.33,0.773,0,0,0,0,36,
--------------------------------------------------------------
